unique_id,timestamp,tag,y_pred,target_date,runtime,model_version,model_note
5f0d5c93-3d83-4a37-8492-45e5a7d6349a,1589102068.4288075,TOTAL,[227386.188],2019-09-09,000:00:00,0.1,supervised learing model for time-series
519a1542-26f7-4506-83e5-549b25446154,1589102069.1301653,TOTAL,[219508.079],2019-09-05,000:00:00,0.1,supervised learing model for time-series
025c2548-f8ee-4f57-9889-6764fc0f0aea,1589102069.789199,TOTAL,[204058.756],2019-08-31,000:00:00,0.1,supervised learing model for time-series
ec2617a2-ae89-467e-b978-d7cc66be19c1,1589102070.423262,TOTAL,[215752.1979],2019-09-21,000:00:00,0.1,supervised learing model for time-series
cb1055c6-a3d3-4e9b-b6c0-cd90905140d2,1589102071.0572205,TOTAL,[228690.7983],2019-09-23,000:00:00,0.1,supervised learing model for time-series
5b45e5f9-dbf3-4706-9b87-b7e8ed3ae57f,1589102071.6849482,TOTAL,[222613.838],2019-09-16,000:00:00,0.1,supervised learing model for time-series
13e6e1b1-fa79-43b5-92fb-5e384cada07e,1589102072.3509064,TOTAL,[138987.068],2019-08-09,000:00:00,0.1,supervised learing model for time-series
1b67c59c-cafe-4242-972b-c0ab98833479,1589102072.9869473,TOTAL,[286042.29],2019-10-10,000:00:00,0.1,supervised learing model for time-series
71ed0e17-636d-4859-b967-546e91eb8a95,1589102073.615938,TOTAL,[343320.546],2019-11-03,000:00:00,0.1,supervised learing model for time-series
b39dff10-419f-494c-b5d3-a32860741783,1589102074.2589483,TOTAL,[328604.619],2019-10-24,000:00:00,0.1,supervised learing model for time-series
36dd1f6a-010d-470e-9461-8ee91d80e729,1589102074.88195,TOTAL,[221467.923],2019-09-07,000:00:00,0.1,supervised learing model for time-series
a2dc8771-613a-469f-a57b-7c18ac52d38d,1589102075.5099092,TOTAL,[336562.928],2019-10-30,000:00:00,0.1,supervised learing model for time-series
93c49dd8-85c9-456d-bd43-0189957e8271,1589102076.1425433,TOTAL,[239456.958],2019-09-28,000:00:00,0.1,supervised learing model for time-series
2ee09080-98ac-44e4-beef-62ecc1679802,1589102076.7645328,TOTAL,[257919.804],2019-10-03,000:00:00,0.1,supervised learing model for time-series
93dec67b-fa2a-4174-a7f2-f51aecb018df,1589102077.405532,TOTAL,[149190.912],2019-08-13,000:00:00,0.1,supervised learing model for time-series
d3aec7f0-293a-4dad-b8a7-c192208a99d8,1589102078.0335407,TOTAL,[257919.804],2019-10-03,000:00:00,0.1,supervised learing model for time-series
b371f4d9-d46a-4e4b-9582-80ad3baf4457,1589102078.6665328,TOTAL,[227386.188],2019-09-09,000:00:00,0.1,supervised learing model for time-series
2a92a555-2bd7-469c-be3f-5a2e83273d92,1589102079.304598,TOTAL,[221467.923],2019-09-07,000:00:00,0.1,supervised learing model for time-series
a6d6a894-8054-4a38-9e4e-bdc77fdc2962,1589102079.9615548,TOTAL,[217191.879],2019-09-06,000:00:00,0.1,supervised learing model for time-series
81751430-19c3-49cc-a75b-57e6c4042572,1589102080.750555,TOTAL,[217191.879],2019-09-06,000:00:00,0.1,supervised learing model for time-series
7cae2344-4273-48e9-a6dc-b6d7ccccddeb,1589102081.4255888,TOTAL,[171611.963],2019-08-16,000:00:00,0.1,supervised learing model for time-series
c365318c-ceb9-4240-a8f5-ff973b46c9bf,1589102082.0595973,TOTAL,[217191.879],2019-09-06,000:00:00,0.1,supervised learing model for time-series
6d55e245-e406-4e8f-9142-0edf0b7d179f,1589102082.7545898,TOTAL,[138730.841],2019-08-08,000:00:00,0.1,supervised learing model for time-series
f37edcab-8013-457b-9407-3c24b056d296,1589102083.384606,TOTAL,[136787.027],2019-08-04,000:00:00,0.1,supervised learing model for time-series
a2c037e5-08d5-4a8b-a23d-8317237ad4c5,1589102084.080656,TOTAL,[219508.079],2019-09-05,000:00:00,0.1,supervised learing model for time-series
518a7d0d-976a-45df-92b0-697154d5cc96,1589102084.9336178,TOTAL,[140552.157],2019-08-01,000:00:00,0.1,supervised learing model for time-series
0c559a23-2109-4dd1-93ed-5594014a7bde,1589102085.805614,TOTAL,[193107.7017],2019-08-25,000:00:00,0.1,supervised learing model for time-series
6a2da406-fbe4-4ad6-832b-3171c71a254c,1589102086.624613,TOTAL,[217191.879],2019-09-06,000:00:00,0.1,supervised learing model for time-series
47278b4d-c80b-4992-a28d-12d1b7aa2119,1589102087.5366185,TOTAL,[136787.027],2019-08-04,000:00:00,0.1,supervised learing model for time-series
ca747f00-458b-47af-b80d-1992f5bde3c1,1589102088.3766766,TOTAL,[305498.237],2019-10-16,000:00:00,0.1,supervised learing model for time-series
5eff359e-da4f-42c4-99ad-60af5f1bf423,1589102089.1441927,TOTAL,[343320.546],2019-11-03,000:00:00,0.1,supervised learing model for time-series
5b41e5a8-d13b-4980-be13-7a770fe5a698,1589102089.771229,TOTAL,[140010.393],2019-08-05,000:00:00,0.1,supervised learing model for time-series
eda85a11-5ee4-44d9-a734-deff93afa78e,1589102090.5751936,TOTAL,[239456.958],2019-09-28,000:00:00,0.1,supervised learing model for time-series
cd1acd1e-cd1b-4ebf-ae67-a4042cd5a168,1589102091.446194,TOTAL,[177275.517],2019-08-18,000:00:00,0.1,supervised learing model for time-series
1a7421b5-5db7-4a54-bb0c-8a85f3580903,1589102092.3012,TOTAL,[140552.157],2019-08-01,000:00:00,0.1,supervised learing model for time-series
6cedff96-3412-47f0-8f9d-cf807a55ea3d,1589102093.2022007,TOTAL,[187321.0567],2019-08-23,000:00:00,0.1,supervised learing model for time-series
1a93c149-5f04-42dc-a438-04f32c3ef69b,1589102094.03423,TOTAL,[219540.134],2019-09-15,000:00:00,0.1,supervised learing model for time-series
2a877f4b-548c-4a35-a262-92bc0c928b8a,1589102094.9201934,TOTAL,[131683.539],2019-08-03,000:00:00,0.1,supervised learing model for time-series
9e6c5ddb-5dd0-4915-8e63-ad1ee49336e5,1589102095.6482399,TOTAL,[294260.335],2019-10-13,000:00:00,0.1,supervised learing model for time-series
ccb0bf20-a0e4-4338-8dc5-5b17795c9ea3,1589102096.2801926,TOTAL,[327072.43],2019-11-01,000:00:00,0.1,supervised learing model for time-series
a8f0798a-47de-43c6-8487-12329aac30f6,1589102096.9192336,TOTAL,[193107.7017],2019-08-25,000:00:00,0.1,supervised learing model for time-series
d45c4aed-0e83-4f0a-8de6-f6f4b0faf5ef,1589102097.5492358,TOTAL,[144562.269],2019-08-11,000:00:00,0.1,supervised learing model for time-series
90beb8ae-977a-467a-ae7f-5e3d0de56388,1589102098.1782367,TOTAL,[192953.8552],2019-08-21,000:00:00,0.1,supervised learing model for time-series
d39426ca-afd4-43ac-bd7b-6d83afb0c129,1589102098.8148112,TOTAL,[310238.314],2019-10-20,000:00:00,0.1,supervised learing model for time-series
1255ba90-9fd4-478d-8ab4-a84c414fa867,1589102099.4388149,TOTAL,[294260.335],2019-10-13,000:00:00,0.1,supervised learing model for time-series
11cff5c1-9780-4b6e-90e4-facaa5ce3615,1589102100.0878112,TOTAL,[207695.545],2019-09-03,000:00:00,0.1,supervised learing model for time-series
fd44a2c5-cde5-484f-9767-844af9922a28,1589102100.7187717,TOTAL,[247925.798],2019-09-25,000:00:00,0.1,supervised learing model for time-series
efa52887-dd0e-4d43-8176-2b8ce0d1588d,1589102101.3497767,TOTAL,[327072.43],2019-11-01,000:00:00,0.1,supervised learing model for time-series
0a8834de-3b1b-4ea7-9ac1-cb5ac6c7c57b,1589102101.9797742,TOTAL,[131683.539],2019-08-03,000:00:00,0.1,supervised learing model for time-series
b35c53a4-ede1-41b6-b08f-2a36d4952328,1589102102.6457708,TOTAL,[138987.068],2019-08-09,000:00:00,0.1,supervised learing model for time-series
95fa07d0-9aa3-478b-a6f8-e12a0dfef46c,1589102103.27942,TOTAL,[182613.322],2019-08-19,000:00:00,0.1,supervised learing model for time-series
cd40b588-1808-4498-8cdf-ce974e774fa4,1589102103.9224682,TOTAL,[331585.166],2019-10-31,000:00:00,0.1,supervised learing model for time-series
c9ae005b-cfbb-4c39-b6b5-d76c2721d995,1589102104.5620234,TOTAL,[318195.771],2019-10-26,000:00:00,0.1,supervised learing model for time-series
6c575365-5ac5-4341-9c29-9c930870e4c1,1589102105.1920683,TOTAL,[325175.014],2019-10-22,000:00:00,0.1,supervised learing model for time-series
aeaf28f5-b4ab-4708-a97d-69d5aa09fe01,1589102105.8160644,TOTAL,[171611.963],2019-08-16,000:00:00,0.1,supervised learing model for time-series
82abf894-c971-425b-83d4-9fd43fd87e21,1589102106.5520246,TOTAL,[325175.014],2019-10-22,000:00:00,0.1,supervised learing model for time-series
0ceab1ca-5c96-4f24-b127-f14345a2563d,1589102107.282058,TOTAL,[279665.39],2019-10-09,000:00:00,0.1,supervised learing model for time-series
5386c55b-a565-4389-b640-844a6d0f1713,1589102107.9200587,TOTAL,[140552.157],2019-08-01,000:00:00,0.1,supervised learing model for time-series
ec5c673e-580e-4084-8bc1-e7f874af6f89,1589102108.5640569,TOTAL,[141641.992],2019-08-07,000:00:00,0.1,supervised learing model for time-series
73e2023f-57ab-45dd-9443-8427964d7179,1589102109.1960297,TOTAL,[251352.508],2019-10-05,000:00:00,0.1,supervised learing model for time-series
5f22df68-b3d2-4f08-b23e-fe1ca5f179b1,1589102109.85414,TOTAL,[302759.979],2019-10-19,000:00:00,0.1,supervised learing model for time-series
8a431d9f-cebe-476c-9128-2192ef3e8370,1589102110.485149,TOTAL,[276082.282],2019-10-08,000:00:00,0.1,supervised learing model for time-series
532f87c3-3980-4f9f-a9a0-5e0154ee87e5,1589102111.1241508,TOTAL,[221467.923],2019-09-07,000:00:00,0.1,supervised learing model for time-series
58658621-6b3e-419e-824c-749c613b90b0,1589102111.7681496,TOTAL,[319613.777],2019-10-25,000:00:00,0.1,supervised learing model for time-series
ce3319e4-32f7-4e19-ad0e-fb830b298839,1589102112.40815,TOTAL,[279665.39],2019-10-09,000:00:00,0.1,supervised learing model for time-series
a02414dd-73aa-4c1a-abdc-d534917e8b39,1589102113.0471914,TOTAL,[138730.841],2019-08-08,000:00:00,0.1,supervised learing model for time-series
29fbac88-a899-4738-b9a7-9b959f1380fb,1589102113.6834843,TOTAL,[255474.951],2019-10-04,000:00:00,0.1,supervised learing model for time-series
77d027e1-249d-4beb-9ce7-3879e4f2da00,1589102114.3124852,TOTAL,[187321.0567],2019-08-23,000:00:00,0.1,supervised learing model for time-series
3dae2a70-90a1-4065-9075-27874d2dfbda,1589102114.9445288,TOTAL,[148306.752],2019-08-12,000:00:00,0.1,supervised learing model for time-series
6dd6ba1d-5514-4566-a295-25271d7e1929,1589102115.6145277,TOTAL,[261191.5692],2019-09-30,000:00:00,0.1,supervised learing model for time-series
36546032-8122-4580-a22d-4d29a17cad32,1589102116.254143,TOTAL,[215752.1979],2019-09-21,000:00:00,0.1,supervised learing model for time-series
527570c7-f58b-4c32-b2f0-f5109bffedb3,1589102116.8942044,TOTAL,[215752.1979],2019-09-21,000:00:00,0.1,supervised learing model for time-series
fc2671c0-5246-48b7-9aa0-0c57ca647ae3,1589102117.5522382,TOTAL,[148791.794],2019-08-02,000:00:00,0.1,supervised learing model for time-series
1bde0b36-c6b0-409f-87dd-6b6f1e4ce1b6,1589102118.1831486,TOTAL,[226599.184],2019-09-08,000:00:00,0.1,supervised learing model for time-series
21faec89-7385-446e-8729-12ce5405c0ba,1589102118.8171425,TOTAL,[276082.282],2019-10-08,000:00:00,0.1,supervised learing model for time-series
27ed1c5a-c1f9-4aab-ac4e-56e7c6aa0689,1589102119.4511676,TOTAL,[233909.032],2019-09-24,000:00:00,0.1,supervised learing model for time-series
62961575-d8b5-49ee-892b-293abdd2cfb4,1589102120.073808,TOTAL,[233909.032],2019-09-24,000:00:00,0.1,supervised learing model for time-series
b94a419f-3a56-453a-b4f1-7cf511518961,1589102120.7564049,TOTAL,[276583.73],2019-10-07,000:00:00,0.1,supervised learing model for time-series
26087e30-5f95-4fc9-b958-8c414f653ee0,1589102127.9484541,TOTAL,[198306.8818],2019-08-26,000:00:00,0.1,supervised learing model for time-series
5b925e6d-a543-4a28-88cb-b37436422011,1589102128.6124623,TOTAL,[173397.42],2019-08-17,000:00:00,0.1,supervised learing model for time-series
9aa38e99-a2ac-4c75-8474-b2b55d533c00,1589102129.2564633,TOTAL,[251352.508],2019-10-05,000:00:00,0.1,supervised learing model for time-series
1f1864fd-293d-4a38-9075-74dd2f141ea0,1589102129.988454,TOTAL,[148306.752],2019-08-12,000:00:00,0.1,supervised learing model for time-series
d59fc277-05f8-4a85-b657-db482d909276,1589102130.6155508,TOTAL,[279829.949],2019-10-11,000:00:00,0.1,supervised learing model for time-series
d508de6c-7d51-4de3-a544-1d7798b54701,1589102131.2405813,TOTAL,[182613.322],2019-08-19,000:00:00,0.1,supervised learing model for time-series
01443d30-9117-46d0-ba1f-fde831b12973,1589102131.8903987,TOTAL,[221467.923],2019-09-07,000:00:00,0.1,supervised learing model for time-series
cd3483a1-5eec-4661-8ad0-08acce1b48c1,1589102132.5253654,TOTAL,[187321.0567],2019-08-23,000:00:00,0.1,supervised learing model for time-series
cec67e56-c0d4-4066-84b9-4d987af383a2,1589102133.1569176,TOTAL,[191901.0574],2019-08-20,000:00:00,0.1,supervised learing model for time-series
e09cc2a8-001a-4dde-b3d3-b6e219c20513,1589102133.7867088,TOTAL,[215752.1979],2019-09-21,000:00:00,0.1,supervised learing model for time-series
05ace1fd-5003-4001-8b19-a50b0bb47373,1589102134.471664,TOTAL,[261191.5692],2019-09-30,000:00:00,0.1,supervised learing model for time-series
60f222f4-7872-4ebf-b49e-3526fcb961f0,1589102135.1056638,TOTAL,[268506.983],2019-10-06,000:00:00,0.1,supervised learing model for time-series
b43d744d-c936-4e0d-a4d8-f4cff49f9e70,1589102135.7457063,TOTAL,[188523.6571],2019-08-24,000:00:00,0.1,supervised learing model for time-series
