invoice_date,purchases,unique_invoices,unique_streams,total_views,revenue
2019-09-19,2748,148,1219,18957,8238.56999999992
2019-09-20,2642,98,1297,14303,9697.010000000028
2019-09-22,1987,78,982,12422,5630.070999999965
2019-09-23,1554,79,914,9791,6052.680999999979
2019-09-24,1897,115,1029,11719,6823.739999999972
2019-09-25,2877,112,1316,15003,9160.700000000017
2019-09-26,2508,116,1145,17525,7188.149999999928
2019-09-27,1887,94,981,11748,7031.099999999957
2019-09-29,1429,36,863,5354,3742.429999999989
2019-09-30,2296,91,1096,12554,12685.850000000022
2019-10-01,2797,104,1197,13893,10178.910000000069
2019-10-02,2447,104,1121,16277,7605.899999999944
2019-10-03,3189,218,1317,18481,9950.339999999997
2019-10-04,2426,108,1091,14005,13428.7600000001
2019-10-06,1292,41,811,5026,3418.619999999982
2019-10-07,3232,139,1334,15661,14532.650000000103
2019-10-08,2467,105,1241,15830,8147.759999999966
2019-10-09,2193,110,1138,12411,7587.469999999974
2019-10-10,2358,106,1189,12572,8818.50999999998
2019-10-11,1810,88,998,11335,7246.189999999945
2019-10-13,1254,39,800,6051,4307.239999999972
2019-10-14,2944,108,1352,15652,12819.659999999993
2019-10-15,2908,109,1247,16357,9220.440000000039
2019-10-16,2318,107,1198,12622,20575.57000000006
2019-10-17,2350,106,1155,15132,7120.889999999942
2019-10-18,1404,69,810,10026,4151.829999999982
2019-10-20,1728,45,970,6012,4753.18999999998
2019-10-21,2976,141,1360,13039,17005.350000000173
2019-10-22,2492,112,1152,15269,7354.829999999947
2019-10-23,1930,107,1055,10177,7333.509999999929
2019-10-24,2540,137,1154,15361,20672.57
2019-10-25,1641,101,869,9780,5845.60999999997
2019-10-27,2907,97,1214,14551,7547.439999999929
2019-10-28,3414,109,1620,14964,27382.57000000004
2019-10-29,1786,105,911,9967,5220.539999999968
2019-10-30,2632,116,1261,13377,9318.440000000011
2019-10-31,2419,124,1221,13732,7837.719999999947
2019-11-01,3011,143,1290,17448,8744.89000000002
2019-11-03,3437,104,1315,16759,9458.879999999961
2019-11-04,2099,115,1064,11859,22665.750000000422
2019-11-05,4070,144,1487,18411,16788.06999999997
2019-11-06,2716,127,1250,16546,8781.159999999985
2019-11-07,3275,184,1329,19998,13371.499999999922
2019-11-08,4089,118,1536,19360,14116.550000000056
2019-11-10,3018,93,1263,14598,9141.780000000022
2019-11-11,3597,152,1432,18402,15262.540000000046
2019-11-12,3445,142,1475,16271,13241.65000000013
2019-11-13,4195,161,1537,20198,16784.080000000158
2019-11-14,3621,170,1441,20272,11881.45000000014
2019-11-15,2920,164,1274,15161,12070.650000000065
2019-11-17,3334,105,1288,14178,10454.850000000024
2019-11-18,2930,122,1270,15367,9420.890000000003
2019-11-19,3967,174,1527,18961,13066.73000000016
2019-11-20,3619,154,1420,19799,16560.470000000085
2019-11-21,3766,146,1528,17358,13548.729999999836
2019-11-22,3125,98,1390,12531,14484.610000000102
2019-11-24,2543,60,1125,9015,6497.719999999951
2019-11-25,3330,126,1446,16753,13875.51000000014
2019-11-26,4313,151,1560,17976,18797.660000000113
2019-11-27,3454,164,1403,17525,15757.03000000006
2019-11-28,2901,169,1274,15553,10330.460000000063
2019-11-29,2880,142,1335,15147,10352.0400000001
2019-12-01,2038,72,1042,9133,5589.0099999999475
2019-12-02,5331,151,1774,24650,57195.739999999205
2019-12-03,3365,149,1439,17528,10364.64000000006
2019-12-04,2438,138,1129,16620,9049.190000000015
2019-12-05,4940,145,1677,20959,21808.100000000002
2019-12-06,1632,49,1084,7794,9226.479999999912
