invoice_date,purchases,unique_invoices,unique_streams,total_views,revenue
2018-04-13,5,1,5,72,2.76
2018-04-18,49,1,49,429,135.87
2018-04-19,2,1,2,8,3.38
2018-04-20,12,1,12,60,61.7
2018-04-25,69,2,68,679,178.12000000000006
2018-04-26,3,1,3,10,12.15
2018-05-03,174,5,152,1833,465.52000000000004
2018-05-04,47,2,44,445,133.74999999999997
2018-05-07,15,1,15,115,40.36
2018-05-08,27,1,27,283,53.410000000000004
2018-05-09,20,1,20,163,62.489999999999995
2018-05-10,35,2,35,295,106.87999999999998
2018-05-11,2,1,2,5,4.6
2018-05-13,21,1,21,234,63.2
2018-05-16,2,1,2,7,4.2
2018-05-18,12,1,12,133,49.65
2018-05-23,73,2,72,506,270.0799999999999
2018-05-25,4,2,3,24,3.8000000000000003
2018-05-29,10,1,10,92,23.8
2018-05-30,20,3,18,154,84.14999999999999
2018-05-31,29,4,26,245,109.41000000000001
2018-06-01,16,1,16,100,52.620000000000005
2018-06-03,32,1,32,311,90.04000000000003
2018-06-06,5,1,5,57,22.0
2018-06-07,34,4,31,276,131.89
2018-06-08,37,1,37,355,119.68999999999998
2018-06-11,41,2,41,404,123.31000000000002
2018-06-14,72,1,72,712,140.59000000000006
2018-06-19,35,1,35,295,88.99999999999999
2018-06-21,23,1,23,206,79.63000000000002
2018-06-26,52,4,48,423,187.23999999999992
2018-06-27,39,1,39,415,95.88
2018-06-28,23,1,23,158,83.08
2018-07-02,39,3,39,353,92.11999999999998
2018-07-03,6,1,6,74,15.55
2018-07-04,16,1,16,172,53.5
2018-07-12,57,3,47,481,210.39999999999998
2018-07-18,3,1,3,5,10.45
2018-07-19,23,1,23,253,53.709999999999994
2018-07-20,53,1,53,552,162.40999999999988
2018-07-22,8,1,8,69,36.61
2018-07-24,76,2,66,210,138.21000000000004
2018-07-25,37,2,35,397,139.50000000000006
2018-07-26,20,4,19,135,3871.4
2018-08-01,10,1,10,98,34.150000000000006
2018-08-02,8,2,8,20,42.15
2018-08-06,84,2,84,943,160.85000000000002
2018-08-12,10,1,10,101,31.559999999999995
2018-08-20,22,1,22,270,32.69
2018-08-22,72,3,67,528,308.36999999999983
2018-08-28,17,2,17,121,39.08
2018-08-29,9,1,9,14,38.550000000000004
2018-08-30,81,6,69,638,2507.3499999999995
2018-08-31,45,2,41,356,156.85000000000002
2018-09-02,8,1,8,90,27.05
2018-09-03,24,1,24,230,59.34000000000001
2018-09-04,17,1,17,143,52.34
2018-09-05,15,1,15,128,52.59
2018-09-06,179,4,144,1563,521.8099999999997
2018-09-07,3,1,3,7,32.65
2018-09-10,2,1,2,5,22.7
2018-09-11,35,2,34,313,120.99000000000002
2018-09-12,1,1,1,1,18.0
2018-09-13,4,1,4,41,21.35
2018-09-14,1,1,1,0,4.95
2018-09-17,14,3,12,88,84.11
2018-09-19,36,1,36,302,98.3
2018-09-20,60,3,60,711,169.39999999999995
2018-09-25,45,1,45,79,6.809999999999999
2018-09-26,2,1,2,5,3.4
2018-09-27,33,3,32,311,90.34000000000002
2018-09-30,42,2,38,472,102.92
2018-10-01,27,2,26,262,56.11
2018-10-02,10,1,10,83,60.8
2018-10-07,47,1,47,424,122.27000000000001
2018-10-08,92,3,89,851,212.5699999999999
2018-10-09,50,3,46,359,248.56999999999994
2018-10-10,43,2,40,431,129.42999999999998
2018-10-11,133,4,69,1038,320.88999999999976
2018-10-12,27,2,26,214,99.91
2018-10-17,16,3,16,151,60.059999999999995
2018-10-18,2,1,2,1,11.399999999999999
2018-10-19,52,3,52,472,181.48999999999992
2018-10-21,92,3,88,293,211.1
2018-10-22,3,2,3,7,16.549999999999997
2018-10-23,68,2,65,281,131.74000000000004
2018-10-26,5,1,5,31,12.55
2018-10-29,2,1,2,3,7.5
2018-10-30,30,1,30,306,85.85000000000001
2018-11-04,31,2,29,252,109.89
2018-11-05,4,2,4,6,19.299999999999997
2018-11-06,109,5,100,947,405.5199999999996
2018-11-07,10,1,10,93,49.849999999999994
2018-11-08,101,2,82,302,228.58999999999986
2018-11-09,21,2,21,144,37.86000000000001
2018-11-11,14,1,14,145,13.35
2018-11-13,118,4,109,1074,361.4899999999998
2018-11-14,12,1,12,123,29.82
2018-11-16,139,7,108,1261,613.5899999999999
2018-11-18,54,3,51,336,186.55999999999995
2018-11-19,79,2,79,754,196.49999999999986
2018-11-20,124,4,119,455,206.52999999999977
2018-11-23,112,4,99,914,318.2200000000001
2018-11-26,18,2,16,164,33.25
2018-11-27,11,2,11,64,60.85
2018-11-28,40,1,20,534,110.58000000000001
2018-11-30,46,2,22,414,179.7599999999999
2018-12-02,126,1,63,918,574.3800000000001
2018-12-04,122,2,60,1035,364.88000000000017
2018-12-05,22,1,11,153,81.42000000000002
2018-12-06,186,5,84,1751,588.66
2018-12-07,16,1,16,156,58.5
2018-12-12,67,1,67,134,117.72000000000007
2018-12-13,3,3,2,9,6.25
2018-12-14,11,2,10,100,56.09
2018-12-17,62,2,60,549,188.83
2018-12-18,5,2,5,26,175.39
2018-12-19,4,1,4,80,4.74
2019-01-02,76,4,66,655,255.27999999999992
2019-01-03,47,3,44,315,235.54999999999993
2019-01-04,37,2,34,296,155.81
2019-01-06,9,1,9,78,20.2
2019-01-07,50,1,50,466,148.73
2019-01-08,30,4,27,253,128.14
2019-01-09,63,4,60,532,241.26999999999992
2019-01-11,91,3,82,891,224.52999999999986
2019-01-14,21,1,21,241,74.83000000000001
2019-01-16,31,1,31,289,96.66
2019-01-17,73,2,73,649,227.81999999999996
2019-01-18,3,1,3,6,5.45
2019-01-20,12,1,12,90,60.4
2019-01-21,9,1,9,79,20.549999999999997
2019-01-22,4,3,4,9,24.75
2019-01-24,3,1,3,6,5.45
2019-01-25,51,3,47,372,239.79999999999984
2019-01-28,65,3,63,637,188.76999999999992
2019-01-29,19,1,19,165,82.05000000000001
2019-01-30,29,2,28,280,108.49000000000002
2019-02-01,63,1,63,570,157.94
2019-02-05,14,1,14,139,30.590000000000003
2019-02-06,27,1,27,234,86.13
2019-02-07,13,1,13,146,28.709999999999997
2019-02-11,1,1,1,1,0.42
2019-02-12,12,2,11,102,63.2
2019-02-13,49,2,48,538,91.31999999999998
2019-02-14,16,1,16,116,57.70000000000001
2019-02-15,55,3,55,579,130.38
2019-02-18,41,2,40,320,151.42999999999995
2019-02-19,3,2,3,1,7.9
2019-02-20,21,2,21,245,49.33
2019-02-24,5,1,5,50,23.85
2019-02-25,58,4,54,462,215.39999999999995
2019-02-26,59,2,56,497,184.88999999999993
2019-02-28,30,2,29,273,104.76000000000003
2019-03-01,16,1,16,114,66.85
2019-03-04,1,1,1,0,0.85
2019-03-05,3,1,3,8,13.85
2019-03-08,20,1,20,179,94.95
2019-03-10,18,1,18,160,53.820000000000014
2019-03-11,21,1,21,166,92.10000000000001
2019-03-12,30,2,30,272,76.27000000000001
2019-03-13,16,2,16,113,79.34
2019-03-17,15,1,15,154,30.78000000000001
2019-03-18,44,2,42,90,90.16000000000001
2019-03-19,31,1,31,201,125.74000000000001
2019-03-20,74,4,65,687,223.01999999999998
2019-03-22,23,1,23,210,63.21
2019-03-24,8,1,8,53,63.05
2019-03-25,69,1,69,684,156.6899999999999
2019-03-28,72,3,71,718,214.68999999999988
2019-03-29,13,3,13,138,32.22
2019-04-01,28,2,27,212,217.70000000000002
2019-04-02,2,2,1,3,2272.6
2019-04-04,24,1,24,185,90.29999999999998
2019-04-08,1,1,1,2,12.75
2019-04-11,32,2,31,241,143.15999999999997
2019-04-14,31,2,31,265,91.69000000000001
2019-04-15,2,1,2,2,12.25
2019-04-17,18,1,18,148,76.05000000000001
2019-04-18,45,2,45,255,146.05
2019-04-23,28,1,26,84,58.70000000000001
2019-04-24,1,1,1,2,5.95
2019-04-25,8,1,8,64,37.85
2019-04-30,52,6,47,518,153.97000000000003
2019-05-02,11,1,11,100,38.60000000000001
2019-05-05,63,2,62,642,152.96
2019-05-06,28,3,27,266,82.82
2019-05-07,30,1,30,298,57.40000000000001
2019-05-08,98,2,93,648,381.23999999999995
2019-05-09,12,1,12,93,51.84000000000001
2019-05-10,53,3,50,445,204.94000000000003
2019-05-12,10,1,10,122,26.650000000000006
2019-05-13,25,3,23,227,135.34
2019-05-14,45,1,45,433,136.61
2019-05-15,28,3,26,233,160.59000000000006
2019-05-16,52,2,48,439,154.96000000000004
2019-05-17,16,2,16,124,99.75000000000003
2019-05-19,45,2,41,292,208.3299999999999
2019-05-20,20,1,20,204,43.85000000000001
2019-05-21,13,1,13,112,42.72999999999999
2019-05-22,62,3,55,560,215.97000000000006
2019-05-23,25,2,25,240,94.5
2019-05-24,21,1,21,157,81.10999999999997
2019-05-28,19,2,19,153,81.46
2019-06-02,69,3,66,723,246.73999999999995
2019-06-03,18,1,18,115,70.4
2019-06-05,98,5,59,832,217.47000000000006
2019-06-06,56,2,55,449,182.18999999999997
2019-06-07,3,1,3,38,23.1
2019-06-09,14,1,14,116,36.41
2019-06-10,97,3,88,800,379.26999999999987
2019-06-12,78,5,73,625,266.8299999999999
2019-06-13,28,1,28,261,73.47999999999999
2019-06-14,24,2,24,221,101.18999999999998
2019-06-16,7,1,7,63,28.32999999999999
2019-06-17,22,2,21,207,88.09000000000003
2019-06-18,12,1,12,108,40.86
2019-06-19,34,2,32,312,90.12
2019-06-21,31,1,31,317,84.15
2019-06-24,10,1,10,98,33.749999999999986
2019-06-25,8,1,8,84,26.619999999999997
2019-06-27,1,1,1,4,1.25
2019-06-28,26,2,25,252,79.74999999999997
2019-07-01,16,1,16,180,46.43000000000001
2019-07-02,33,2,33,286,118.35000000000001
2019-07-03,60,1,60,487,153.84000000000003
2019-07-05,66,3,63,523,207.43
2019-07-08,32,2,31,217,132.39000000000001
2019-07-09,71,4,67,524,256.95999999999987
2019-07-10,10,1,10,114,159.4
2019-07-14,6,1,6,47,33.05
2019-07-15,42,2,42,448,132.25000000000003
2019-07-16,5,1,5,33,28.7
2019-07-18,2,1,2,5,29.7
2019-07-21,24,1,24,223,60.52
2019-07-24,13,1,13,106,50.74
2019-07-25,2,1,2,6,29.7
2019-07-26,45,1,45,411,104.3
2019-07-30,5,1,5,52,8.25
2019-07-31,8,1,8,77,27.71
