invoice_date,purchases,unique_invoices,unique_streams,total_views,revenue
2018-09-20,29,1,29,267,123.94000000000003
2018-09-23,11,1,11,68,81.30000000000003
2018-09-24,171,6,113,1350,573.8700000000002
2018-09-25,102,2,99,929,317.38999999999976
2018-09-26,35,7,31,253,1632.0200000000002
2018-09-27,113,4,106,1010,2798.71
2018-09-30,240,5,211,2558,652.2100000000005
2018-10-01,13,2,13,81,111.70000000000002
2018-10-02,29,4,27,243,5022.74
2018-10-03,39,2,38,314,223.35000000000002
2018-10-05,29,2,29,183,178.7199999999999
2018-10-08,55,1,55,372,176.32999999999987
2018-10-10,26,2,20,120,212.94999999999996
2018-10-11,164,3,148,1314,600.2600000000002
2018-10-14,63,1,63,518,300.9999999999998
2018-10-15,78,3,74,531,418.5499999999998
2018-10-16,73,4,71,548,283.5499999999999
2018-10-17,18,2,18,125,103.72000000000001
2018-10-18,156,8,131,1512,679.7200000000003
2018-10-19,53,5,52,310,1868.9200000000008
2018-10-22,54,2,53,435,220.82000000000002
2018-10-23,130,4,126,1146,520.0199999999998
2018-10-24,150,2,145,1521,429.8799999999996
2018-10-25,77,7,70,602,8086.08
2018-10-29,48,2,46,412,189.82999999999993
2018-10-30,6,1,6,11,20.25
2018-10-31,73,3,68,580,362.57999999999976
2018-11-01,40,2,39,388,111.19000000000004
2018-11-02,104,7,69,947,394.91999999999996
2018-11-04,17,1,17,149,57.32000000000001
2018-11-05,39,1,39,344,183.44000000000005
2018-11-06,81,3,81,765,267.00999999999993
2018-11-07,48,2,46,433,118.24999999999997
2018-11-08,1,1,1,3,9.95
2018-11-09,51,3,49,489,313.4099999999999
2018-11-12,262,5,253,1982,956.5100000000016
2018-11-13,94,3,89,845,356.88
2018-11-15,64,3,62,609,243.71999999999994
2018-11-16,35,2,35,223,210.29999999999998
2018-11-18,30,3,29,205,205.92
2018-11-19,7,1,7,60,77.25000000000001
2018-11-20,39,4,38,293,257.96
2018-11-21,4,3,4,8,39.4
2018-11-23,41,2,41,348,182.33999999999992
2018-11-26,37,2,37,252,282.53999999999996
2018-11-28,42,2,21,345,267.28
2018-11-29,6,2,3,23,22.5
2018-11-30,170,3,84,1481,677.5200000000009
2018-12-03,72,3,34,639,430.79999999999984
2018-12-06,64,1,32,435,339.2999999999998
2018-12-07,51,1,51,333,240.3499999999999
2018-12-13,23,2,23,207,88.61000000000001
2018-12-14,68,2,60,570,352.75999999999993
2018-12-16,18,1,18,130,112.75000000000001
2018-12-17,21,2,21,46,86.81000000000002
2018-12-18,29,1,29,192,127.4
2018-12-20,16,2,15,111,95.75
2019-01-02,15,1,15,40,89.77
2019-01-06,13,1,13,85,83.70000000000002
2019-01-07,1,1,1,3,3.75
2019-01-11,41,1,41,425,128.18999999999994
2019-01-15,10,1,10,105,73.67
2019-01-17,21,1,21,241,66.35
2019-01-21,15,1,15,47,145.19
2019-01-23,52,1,52,497,124.07000000000005
2019-01-24,21,1,21,161,139.92000000000002
2019-01-29,45,1,45,372,140.36000000000004
2019-01-30,1,1,1,4,3.75
2019-01-31,40,1,40,254,222.80999999999995
2019-02-01,13,1,13,75,106.05
2019-02-05,2,1,2,3,19.9
2019-02-11,114,2,108,1125,339.6899999999998
2019-02-12,133,2,129,708,364.22999999999996
2019-02-14,14,1,14,87,91.24000000000001
2019-02-15,10,1,10,61,82.50000000000001
2019-02-18,47,2,46,380,159.76999999999998
2019-02-20,15,1,15,161,88.07
2019-02-22,6,1,6,14,25.0
2019-02-26,6,1,6,66,25.0
2019-02-28,1,1,1,2,0.85
2019-03-01,75,2,70,671,235.9699999999999
2019-03-07,63,4,63,686,255.5699999999998
2019-03-08,4,4,1,9,6748.68
2019-03-11,102,3,99,707,448.10999999999984
2019-03-12,96,3,95,920,389.9399999999997
2019-03-14,26,2,26,303,81.44
2019-03-15,44,1,44,259,211.11999999999995
2019-03-17,11,1,11,73,79.19999999999999
2019-03-21,16,1,16,114,106.2
2019-03-22,43,1,43,359,118.91000000000003
2019-03-24,3,1,3,5,24.79
2019-03-25,39,1,39,357,167.63999999999993
2019-03-26,27,1,27,227,126.50000000000001
2019-03-28,9,1,9,45,79.39999999999999
2019-03-29,67,1,67,537,231.62999999999988
2019-04-01,29,2,29,239,141.14
2019-04-03,65,1,65,541,177.4699999999999
2019-04-04,33,2,33,286,139.57
2019-04-08,61,2,61,457,218.69
2019-04-14,25,1,25,135,168.14000000000004
2019-04-16,21,1,21,196,93.71000000000002
2019-04-24,5,1,5,46,58.5
2019-04-30,68,2,68,482,289.30999999999983
2019-05-02,24,2,23,194,115.22999999999999
2019-05-03,20,1,20,201,75.37
2019-05-05,49,1,49,386,154.83
2019-05-07,38,3,37,289,146.04999999999998
2019-05-12,18,1,18,130,142.29000000000002
2019-05-13,138,4,125,1163,525.5799999999997
2019-05-14,50,3,50,319,223.87
2019-05-15,60,1,60,440,238.57999999999987
2019-05-16,46,2,46,368,262.8999999999999
2019-05-17,23,1,23,173,133.43999999999997
2019-05-20,52,1,52,380,210.5599999999999
2019-05-21,2,1,2,6,14.45
2019-05-23,29,4,27,233,124.14000000000001
2019-05-29,1,1,1,1,7.5
2019-06-03,45,1,45,297,221.2
2019-06-04,13,1,13,142,78.69
2019-06-05,65,2,65,711,123.75000000000001
2019-06-06,48,2,47,432,228.89000000000001
2019-06-10,42,1,42,322,139.06999999999996
2019-06-12,31,2,31,367,67.92000000000002
2019-06-13,33,1,33,223,187.93999999999994
2019-06-14,33,1,33,272,183.43
2019-06-16,14,1,14,70,115.07000000000001
2019-06-17,4,3,1,8,6266.24
2019-06-18,43,3,40,76,178.92000000000004
2019-06-19,47,2,43,414,217.27000000000004
2019-06-20,22,4,21,158,114.80000000000001
2019-06-21,73,5,71,646,1325.0900000000001
2019-06-24,46,2,42,327,178.44
2019-06-26,80,3,78,709,253.6699999999999
2019-06-27,30,1,30,237,92.16000000000003
2019-06-28,55,3,54,440,295.20999999999987
2019-07-01,56,3,56,457,225.8299999999999
2019-07-02,7,1,7,21,137.5
2019-07-05,1,1,1,2,12.75
2019-07-11,76,3,74,578,359.1899999999998
2019-07-15,85,2,85,817,146.98000000000005
2019-07-16,158,5,143,1595,596.6899999999999
2019-07-18,41,3,39,431,204.04999999999993
2019-07-23,10,2,10,85,73.02000000000001
2019-07-24,24,2,24,272,47.61999999999999
2019-07-25,80,3,61,754,375.1499999999998
2019-07-26,25,1,24,220,95.19
2019-07-28,99,2,98,1007,205.83999999999966
